customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2022-HZTQW,Male,0,No,Yes,53,No,No phone service,DSL,Yes,No,No,No internet service,No internet service,Yes,One year,No,Mailed check,64.93,3441.29,No
4416-VHVEG,Female,0,No,No,24,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,Yes,One year,No,Mailed check,41.32,991.68,No
3206-GNVDE,Male,0,Yes,Yes,48,No,Yes,DSL,No,No internet service,No internet service,No,No,No,One year,No,Electronic check,98.88,4746.24,No
3019-GNVDE,Female,0,Yes,No,47,No,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.51,1339.97,No
7234-GNVDE,Female,0,No,No,60,No,No,No,No internet service,No internet service,No,No,No,No internet service,One year,No,Bank transfer (automatic),56.07,3364.2,No
1354-MOTEO,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,111.75,2123.25,No
8112-QPYBK,Male,0,Yes,Yes,24,No,No,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),83.95,2014.8,No
8776-QPYBK,Female,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),39.14,1565.6,No
3589-GNVDE,Female,0,No,No,46,No,No,No,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),88.15,4054.9,No
7164-GNVDE,Male,0,Yes,Yes,35,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.4,3094.0,No
5937-QPYBK,Male,0,No,Yes,15,No,No phone service,No,Yes,No,No,No,Yes,No internet service,One year,Yes,Electronic check,37.99,569.85,No
4810-GNVDE,Female,0,Yes,No,12,No,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No,Two year,No,Electronic check,75.32,903.84,Yes
4375-GNVDE,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),60.34,4223.8,No
2911-HZTQW,Male,0,Yes,Yes,40,Yes,No phone service,No,No,Yes,No,No internet service,No,No,Two year,No,Bank transfer (automatic),109.66,4386.4,No
7863-QPYBK,Female,1,Yes,No,20,No,No,No,No,No,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),82.39,1647.8,No
7557-HZTQW,Female,0,No,No,62,Yes,No phone service,No,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,26.13,1620.06,No
2399-HZTQW,Male,0,Yes,Yes,14,No,No,DSL,No,Yes,No internet service,Yes,No internet service,No,One year,No,Electronic check,70.54,987.56,No
1135-MOTEO,Male,0,Yes,Yes,17,No,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),93.97,1597.49,No
8501-HZTQW,Male,0,No,Yes,25,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.59,1514.75,No
9430-QPYBK,Female,0,No,No,32,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,Yes,One year,No,Credit card (automatic),118.4,3788.8,No
1789-MOTEO,Male,0,No,Yes,71,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),20.04,1422.84,No
8035-QPYBK,Female,0,Yes,Yes,35,No,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,113.47,3971.45,No
9474-HZTQW,Male,0,Yes,No,7,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),37.53,262.71,No
5594-QPYBK,Female,0,Yes,No,65,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),107.63,6995.95,Yes
3500-VHVEG,Male,0,No,Yes,29,No,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),53.35,1547.15,Yes
4680-MOTEO,Male,0,No,Yes,13,Yes,No phone service,No,No,No,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),25.14,326.82,No
7158-QPYBK,Male,0,No,Yes,35,No,No phone service,No,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,109.1,3818.5,No
3708-VHVEG,Male,0,Yes,No,43,No,No phone service,No,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.77,3903.11,Yes
7362-GNVDE,Male,1,Yes,Yes,35,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,Yes,Two year,No,Credit card (automatic),73.23,2563.05,No
2940-MOTEO,Female,0,Yes,No,52,No,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),58.1,3021.2,No
4201-QPYBK,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Two year,No,Electronic check,103.12,6599.68,No
2579-GNVDE,Female,1,Yes,No,20,No,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),102.69,2053.8,Yes
6057-MOTEO,Female,1,Yes,No,18,No,No phone service,No,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),76.92,1384.56,No
9225-QPYBK,Female,0,No,Yes,64,Yes,No,DSL,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),94.33,6037.12,No
9241-VHVEG,Female,0,Yes,Yes,62,No,No phone service,No,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,55.3,3428.6,Yes
9090-MOTEO,Female,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Electronic check,95.19,1618.23,No
4061-GNVDE,Female,0,No,No,11,Yes,No phone service,No,No internet service,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),86.7,953.7,No
2482-HZTQW,Male,0,Yes,No,32,No,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,One year,No,Electronic check,90.78,2904.96,No
2217-MOTEO,Male,0,No,Yes,47,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Two year,No,Mailed check,47.78,2245.66,Yes
5679-GNVDE,Female,0,Yes,No,31,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),43.36,1344.16,No
9960-MOTEO,Female,0,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,No,Electronic check,92.68,185.36,Yes
1857-HZTQW,Female,0,No,No,36,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,102.3,3682.8,No
5728-VHVEG,Male,0,Yes,No,57,No,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),76.09,4337.13,No
1854-HZTQW,Male,0,No,Yes,37,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No internet service,One year,No,Credit card (automatic),48.97,1811.89,No
3509-HZTQW,Female,0,Yes,Yes,7,No,No phone service,No,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,87.01,609.07,No
7835-QPYBK,Male,0,Yes,Yes,72,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,22.89,1648.08,No
7184-MOTEO,Female,0,Yes,No,19,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),25.23,479.37,No
9224-GNVDE,Female,0,No,No,45,No,Yes,DSL,No internet service,Yes,No,Yes,No,No,One year,No,Credit card (automatic),109.98,4949.1,No
5668-QPYBK,Female,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,86.35,3713.05,Yes
5317-MOTEO,Male,0,No,No,56,No,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),104.71,5863.76,No
3386-GNVDE,Male,0,No,No,18,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),102.61,1846.98,No
4949-HZTQW,Female,0,No,No,13,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),109.67,1425.71,No
9275-MOTEO,Male,0,Yes,No,53,No,Yes,DSL,No,No,No internet service,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),112.88,5982.64,Yes
9565-MOTEO,Female,0,No,No,45,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),77.61,3492.45,No
9050-GNVDE,Male,0,No,Yes,45,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Yes,Mailed check,86.9,3910.5,Yes
8699-GNVDE,Male,0,Yes,No,61,No,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),109.92,6705.12,No
7222-HZTQW,Male,1,No,Yes,36,No,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Mailed check,49.55,1783.8,Yes
1659-GNVDE,Female,0,Yes,Yes,59,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),66.54,3925.86,No
7707-MOTEO,Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),118.74,7124.4,Yes
8881-MOTEO,Female,0,No,No,33,No,No,DSL,No,No,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),37.66,1242.78,Yes
9769-VHVEG,Male,0,No,No,16,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,110.28,1764.48,No
3717-HZTQW,Male,0,Yes,Yes,69,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,81.16,5600.04,No
1512-VHVEG,Female,0,No,No,54,No,No,No,No,No internet service,Yes,Yes,Yes,Yes,Two year,No,Electronic check,25.78,1392.12,No
6976-VHVEG,Male,1,No,No,10,Yes,No phone service,No,Yes,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,97.86,978.6,No
5236-GNVDE,Male,0,No,Yes,56,No,No,No,No,Yes,No internet service,No,No internet service,No,One year,No,Electronic check,48.61,2722.16,Yes
7122-HZTQW,Male,0,No,No,54,No,No phone service,DSL,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),29.52,1594.08,No
9044-VHVEG,Female,0,No,Yes,69,No,Yes,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.94,2893.86,No
4121-VHVEG,Male,1,Yes,Yes,40,No,Yes,DSL,No internet service,No,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),47.28,1891.2,No
3708-HZTQW,Female,0,No,Yes,10,Yes,No phone service,No,Yes,No internet service,No,No,No,Yes,One year,No,Electronic check,85.47,854.7,No
1836-HZTQW,Female,0,No,No,66,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No internet service,One year,No,Electronic check,76.93,5077.38,Yes
7924-GNVDE,Female,0,No,Yes,44,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),84.67,3725.48,No
3408-QPYBK,Male,0,Yes,Yes,23,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),71.64,1647.72,No
7920-GNVDE,Female,0,No,No,22,Yes,Yes,No,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,104.09,2289.98,No
9626-GNVDE,Female,0,Yes,No,19,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,Two year,Yes,Electronic check,63.94,1214.86,Yes
5443-HZTQW,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),119.28,119.28,No
1692-QPYBK,Female,1,Yes,Yes,54,No,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,71.16,3842.64,No
4119-QPYBK,Female,0,Yes,No,67,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),74.75,5008.25,No
3076-HZTQW,Male,1,No,Yes,60,No,Yes,DSL,Yes,No,No,No,No internet service,No internet service,One year,No,Electronic check,26.56,1593.6,No
4658-MOTEO,Male,0,No,No,26,No,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.18,1668.68,No
5707-MOTEO,Female,1,No,No,17,Yes,Yes,No,Yes,No,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.45,585.65,No
5958-HZTQW,Female,0,No,No,66,No,No phone service,No,No internet service,No,Yes,No,No internet service,No,One year,No,Mailed check,70.56,4656.96,No
7363-QPYBK,Male,0,Yes,Yes,55,No,No,No,No,No internet service,No,No,No internet service,No,One year,No,Electronic check,115.98,6378.9,No
2834-VHVEG,Female,0,No,Yes,23,No,Yes,No,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),109.58,2520.34,No
1067-QPYBK,Female,0,No,No,69,No,No phone service,DSL,No internet service,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,96.19,6637.11,No
8823-QPYBK,Female,1,Yes,No,67,No,Yes,DSL,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,82.66,5538.22,No
9533-VHVEG,Female,1,No,Yes,5,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,76.41,382.05,No
8827-GNVDE,Male,1,No,No,64,No,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),101.13,6472.32,No
3226-VHVEG,Female,0,Yes,No,67,No,No,Fiber optic,Yes,Yes,No,No internet service,No,No,One year,Yes,Credit card (automatic),84.81,5682.27,Yes
3179-MOTEO,Female,0,No,No,42,Yes,Yes,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,117.43,4932.06,Yes
8816-GNVDE,Male,0,Yes,Yes,21,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),105.05,2206.05,Yes
9963-HZTQW,Female,0,Yes,Yes,56,No,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),74.86,4192.16,No
8078-GNVDE,Female,0,Yes,No,14,No,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,One year,Yes,Electronic check,104.25,1459.5,No
6422-VHVEG,Male,0,Yes,No,12,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),116.49,1397.88,No
2553-GNVDE,Female,0,Yes,No,21,No,No,Fiber optic,No internet service,No,No,No internet service,No,No,One year,No,Electronic check,110.15,2313.15,No
7970-VHVEG,Male,0,Yes,Yes,2,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),55.29,110.58,No
2362-VHVEG,Female,1,No,Yes,64,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Two year,No,Electronic check,81.34,5205.76,Yes
8945-QPYBK,Female,0,Yes,Yes,35,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,One year,No,Mailed check,58.87,2060.45,No
7321-VHVEG,Female,0,No,Yes,1,No,No,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),34.05,34.05,No
4609-QPYBK,Female,0,Yes,No,39,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,No internet service,One year,No,Mailed check,81.52,3179.28,No
5022-MOTEO,Female,1,Yes,Yes,10,Yes,Yes,No,No internet service,Yes,No internet service,No,No internet service,No,One year,No,Credit card (automatic),83.05,830.5,Yes
5526-QPYBK,Female,1,No,Yes,58,No,No,No,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,83.14,4822.12,Yes
9009-GNVDE,Male,1,No,Yes,39,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No,One year,No,Electronic check,44.73,1744.47,Yes
5896-GNVDE,Female,0,Yes,No,19,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,51.62,980.78,Yes
1840-MOTEO,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),118.19,6973.21,Yes
4550-MOTEO,Male,0,No,Yes,55,Yes,No,DSL,No,No,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),67.28,3700.4,No
3684-QPYBK,Female,1,Yes,No,68,No,No,No,No internet service,Yes,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),97.8,6650.4,No
2693-QPYBK,Female,0,No,Yes,21,Yes,No,DSL,No,No internet service,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),59.86,1257.06,Yes
3146-HZTQW,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,Two year,Yes,Mailed check,34.94,1921.7,Yes
2399-MOTEO,Female,0,No,No,48,Yes,No phone service,No,Yes,No,Yes,No,No internet service,No,One year,No,Mailed check,114.35,5488.8,Yes
8203-VHVEG,Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,61.91,3343.14,No
6956-VHVEG,Male,0,Yes,No,27,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,Yes,One year,No,Electronic check,65.78,1776.06,No
1006-HZTQW,Female,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),38.6,1119.4,No
8399-HZTQW,Male,0,Yes,No,43,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.4,1092.2,No
4305-VHVEG,Female,1,Yes,Yes,5,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,90.37,451.85,No
6172-VHVEG,Female,0,No,No,64,No,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),87.98,5630.72,No
7370-MOTEO,Male,0,Yes,Yes,11,No,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Two year,No,Electronic check,50.56,556.16,No
6613-HZTQW,Female,0,Yes,Yes,24,Yes,No,No,No,Yes,No,No internet service,No,No internet service,One year,No,Mailed check,104.3,2503.2,Yes
5239-GNVDE,Female,0,Yes,No,13,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),54.51,708.63,Yes
7322-HZTQW,Male,0,Yes,No,38,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),51.38,1952.44,No
5876-GNVDE,Female,0,Yes,Yes,43,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),105.69,4544.67,No
7070-HZTQW,Female,0,Yes,No,36,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),99.86,3594.96,No
8123-HZTQW,Female,0,No,Yes,6,No,No phone service,No,No,No,Yes,No,No internet service,Yes,Two year,No,Bank transfer (automatic),27.18,163.08,No
5566-MOTEO,Female,1,No,No,58,No,No,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,95.23,5523.34,Yes
5204-GNVDE,Female,1,Yes,No,8,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,20.83,166.64,No
7322-VHVEG,Male,0,Yes,No,43,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,Two year,No,Electronic check,106.65,4585.95,No
5657-VHVEG,Male,0,Yes,No,64,No,Yes,DSL,No,Yes,Yes,No internet service,No,No,Two year,No,Electronic check,46.63,2984.32,No
4097-VHVEG,Female,0,Yes,No,63,No,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),44.42,2798.46,No
3775-GNVDE,Female,1,No,No,45,No,No,No,Yes,No internet service,No,Yes,Yes,Yes,One year,No,Electronic check,77.35,3480.75,Yes
9776-HZTQW,Female,0,Yes,No,22,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),64.83,1426.26,Yes
2421-MOTEO,Female,0,Yes,Yes,37,Yes,No,No,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),52.21,1931.77,No
6665-HZTQW,Female,0,No,Yes,22,No,No,No,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Mailed check,100.42,2209.24,No
1264-GNVDE,Female,1,No,No,45,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,48.37,2176.65,Yes
2540-GNVDE,Male,0,No,No,24,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),66.77,1602.48,Yes
4143-VHVEG,Male,0,No,No,58,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,61.85,3587.3,No
6068-QPYBK,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Two year,No,Mailed check,116.14,3484.2,Yes
2555-VHVEG,Male,0,Yes,No,64,No,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,99.43,6363.52,Yes
6773-HZTQW,Male,0,No,No,66,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Two year,No,Electronic check,80.03,5281.98,No
3225-QPYBK,Female,0,Yes,No,24,No,No phone service,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,No,Electronic check,62.72,1505.28,No
5179-MOTEO,Male,0,No,Yes,8,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No,Two year,No,Credit card (automatic),93.66,749.28,No
9197-GNVDE,Female,0,Yes,Yes,67,No,No phone service,DSL,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),75.67,5069.89,No
4838-HZTQW,Female,0,No,No,65,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Two year,No,Credit card (automatic),58.95,3831.75,Yes
5883-MOTEO,Male,0,No,Yes,70,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),52.43,3670.1,Yes
7511-GNVDE,Male,0,No,Yes,61,No,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,72.09,4397.49,Yes
1195-HZTQW,Female,1,No,No,67,No,No,Fiber optic,No,No internet service,No internet service,Yes,No,No,Two year,No,Electronic check,101.04,6769.68,Yes
4560-QPYBK,Female,0,No,Yes,66,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,59.07,3898.62,No
8522-HZTQW,Female,0,No,No,37,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.53,2276.61,No
5368-HZTQW,Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,86.83,2518.07,No
3340-MOTEO,Female,0,No,No,14,No,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),40.3,564.2,No
4369-GNVDE,Male,0,Yes,Yes,31,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),43.92,1361.52,No
9935-GNVDE,Female,0,No,Yes,54,No,Yes,DSL,No internet service,No internet service,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),93.32,5039.28,No
5357-MOTEO,Female,0,No,Yes,63,No,No phone service,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,110.83,6982.29,Yes
4133-QPYBK,Male,0,Yes,No,36,Yes,No,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),62.32,2243.52,No
4821-VHVEG,Female,1,Yes,Yes,61,No,Yes,DSL,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),105.03,6406.83,No
3469-VHVEG,Male,0,Yes,No,69,No,Yes,No,Yes,No,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),106.52,7349.88,No
5860-QPYBK,Female,0,Yes,No,46,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),71.54,3290.84,No
7074-MOTEO,Male,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,112.49,5512.01,No
5753-QPYBK,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,113.72,3184.16,No
9431-GNVDE,Male,1,No,No,13,No,Yes,No,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),73.93,961.09,No
4192-HZTQW,Male,1,Yes,No,38,No,No phone service,No,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,110.53,4200.14,No
6007-HZTQW,Female,0,No,No,15,No,Yes,DSL,No internet service,Yes,No,No,Yes,No internet service,Two year,No,Credit card (automatic),89.67,1345.05,No
6129-GNVDE,Male,0,No,Yes,4,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),81.22,324.88,No
8688-MOTEO,Male,0,No,No,3,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,75.15,225.45,Yes
8173-QPYBK,Male,1,No,Yes,64,No,Yes,DSL,No internet service,No,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),67.85,4342.4,Yes
2053-VHVEG,Female,1,Yes,No,48,Yes,Yes,No,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),116.33,5583.84,Yes
7215-MOTEO,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,74.08,2074.24,No
4463-GNVDE,Female,0,Yes,No,23,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,76.88,1768.24,No
6498-MOTEO,Female,0,Yes,Yes,9,Yes,Yes,No,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,118.46,1066.14,No
3188-GNVDE,Female,0,Yes,Yes,36,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),104.51,3762.36,Yes
5436-GNVDE,Male,0,No,No,3,No,Yes,DSL,Yes,Yes,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),20.33,60.99,Yes
8292-MOTEO,Female,1,Yes,No,20,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,117.05,2341.0,No
